nll-word-a-1,nll-word-a-2,nll-word-a-3,nll-word-a-4,nll-word-a-5,nll-word-a-6,nll-word-a-7,nll-word-a-8,nll-word-a-9,nll-word-a-10,nll-word-a-11,nll-word-a-12,nll-word-a-13,nll-word-a-14,nll-word-a-15,nll-word-a-16,nll-word-a-17,nll-word-a-18,nll-word-a-19,nll-word-a-20,nll-word-a-21,nll-word-a-22,nll-word-a-23,nll-word-a-24,nll-word-a-25,nll-word-a-26,nll-word-a-27,nll-word-a-28,nll-word-a-29,nll-word-a-30,nll-word-a-31,nll-word-a-32,nll-word-a-33,nll-word-a-34,nll-word-a-35,nll-word-a-36,nll-word-a-37,nll-word-a-38,nll-word-a-39,nll-word-a-40,nll-word-a-41,nll-word-a-42,nll-word-a-43,nll-word-a-44,nll-word-a-45,nll-word-a-46,nll-word-a-47,nll-word-a-48,nll-word-a-49,nll-word-a-50,nll-word-a-51,nll-word-a-52,nll-word-a-53,nll-word-a-54,nll-word-a-55,nll-word-a-56,nll-word-a-57,nll-word-a-58,nll-word-a-59,nll-word-a-60,nll-word-a-61,nll-word-a-62,nll-word-a-63,nll-word-a-64,nll-word-a-65,nll-word-a-66,nll-word-a-67,nll-word-a-68,nll-word-a-69,nll-word-a-70,nll-word-a-71,nll-word-a-72,nll-word-a-73,nll-word-a-74,nll-word-a-75,nll-word-a-76,nll-word-a-77,nll-word-a-78,nll-word-a-79,nll-word-a-80,nll-word-a-81,nll-word-a-82,nll-word-a-83,nll-word-a-84,nll-word-a-85,nll-word-a-86,nll-word-a-87,nll-word-a-88,nll-word-a-89,nll-word-a-90,nll-word-a-91,nll-word-a-92,nll-word-a-93,nll-word-a-94,nll-word-a-amount
"('based', 0.47236359119415283)","('on', 9.51329231262207)","('my', 0.057006802409887314)","('personal', 2.4755327701568604)","('experience', 4.180203437805176)","('and', 0.6650496125221252)","('scientific', 2.4641294479370117)","('research', 8.1001558303833)","('I', 1.8293198347091675)","('believe', 0.2890124022960663)","('that', 1.1406394243240356)","('hand', 2.098015546798706)","('dryers', 10.363431215286255)","('are', 6.308700084686279)","('a', 0.09065041691064835)","('more', 1.078201413154602)","('hygienic', 12.840769414789975)","('option', 0.11927114427089691)","('compared', 0.010395663790404797)","('to', 3.021773338317871)","('paper', 5.1864800453186035)","('towels', 0.06682388484477997)","('They', 6.42586088180542)","('help', 0.5489165186882019)","('reduce', 0.9006969928741455)","('the', 3.2417709827423096)","('amount', 4.92420768737793)","('of', 3.340963840484619)","('waste', 0.7074966430664062)","('generated', 1.7460986375808716)","('in', 0.019641311839222908)","('restrooms', 6.391361236572266)","('and', 2.457549571990967)","('are', 10.19849967956543)","('costeffective', 1.7312088906764984)","('for', 2.33518648147583)","('businesses', 6.247950553894043)","('However', 0.9667640328407288)","('some', 0.13775646686553955)","('studies', 2.7020926475524902)","('have', 5.272561073303223)","('shown', 1.1783974170684814)","('that', 4.116422176361084)","('hand', 0.03120170161128044)","('dryers', 8.431982040405273)","('can', 0.5565493702888489)","('spread', 0.7267810702323914)","('bacteria', 0.14465028047561646)","('and', 1.873369574546814)","('viruses', 0.06442781537771225)","('if', 0.00902655441313982)","('they', 1.4963748455047607)","('are', 6.675854206085205)","('not', 1.3211166858673096)","('properly', 0.9582637548446655)","('maintained', 2.1459286212921143)","('and', 5.081674575805664)","('cleaned', 1.3073580265045166)","('Therefore', 0.4103376865386963)","('it', 0.7380969524383545)","('is', 1.4669263362884521)","('important', 2.309734582901001)","('to', 1.55376136302948)","('use', 0.6769214272499084)","('highquality', 4.074600100517273)","('hand', 0.03818921372294426)","('dryers', 1.888275682926178)","('and', 0.9439225792884827)","('ensure', 0.47918254137039185)","('that', 3.1178336143493652)","('they', 5.157839775085449)","('are', 0.3161935806274414)","('regularly', 0.09888819605112076)","('cleaned', 0.7683956027030945)","('and', 0.06918486207723618)","('maintained', 0.089195616543293)","('to', 2.4648289680480957)","('prevent', 3.164841413497925)","('any', 0.5259023308753967)","('potential', 0.49449166655540466)","('health', 0.16083957254886627)","('risks', 3.2091622352600098)",,,,,,,,,,,,,82
"('appreciate', 7.909630298614502)","('the', 1.5810930728912354)","('offer', 5.373400688171387)","('but', 1.2530592679977417)","('I', 0.40098538994789124)","('would', 0.9685202836990356)","('prefer', 3.373774766921997)","('to', 1.5992825031280518)","('drive', 0.5831183791160583)","('or', 7.148837566375732)","('take', 5.314690589904785)","('a', 2.5827877521514893)","('cab', 1.3449902534484863)","('instead', 2.2595572471618652)","('of', 2.549288034439087)","('the', 1.1056337356567383)","('bus', 2.8800642490386963)","('Buses', 3.084821105003357)","('can', 7.889596462249756)","('be', 0.24786853790283203)","('crowded', 3.3419482707977295)","('and', 1.040994644165039)","('unpredictable', 4.299073219299316)","('and', 1.3256175518035889)","('I', 6.995965957641602)","('prefer', 1.2367011308670044)","('to', 0.9548919796943665)","('have', 1.322256326675415)","('more', 4.029138565063477)","('control', 0.7210062146186829)","('over', 3.7378742694854736)","('my', 4.191815376281738)","('transportation', 1.0566480159759521)","('Thank', 1.0965481996536255)","('you', 0.8097308278083801)","('for', 2.7942001819610596)","('the', 0.6313930749893188)","('invitation', 4.082136154174805)","('though', 0.01237888541072607)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39
"('appreciate', 7.9096221923828125)","('the', 1.5810818672180176)","('offer', 5.373434066772461)","('but', 1.2530471086502075)","('I', 0.400979220867157)","('would', 0.9685208797454834)","('prefer', 3.3737986087799072)","('to', 1.5992860794067383)","('drive', 0.5831087827682495)","('or', 7.148833274841309)","('take', 5.314684867858887)","('a', 2.582778215408325)","('cab', 1.3449995517730713)","('instead', 2.2595887184143066)","('of', 2.5492358207702637)","('the', 1.105622410774231)","('bus', 2.8801050186157227)","('Buses', 3.084793269634247)","('can', 7.889703273773193)","('be', 0.2478674203157425)","('crowded', 3.3419618606567383)","('and', 1.040985107421875)","('unpredictable', 4.299068450927734)","('and', 1.3256336450576782)","('I', 6.995925426483154)","('prefer', 1.2366925477981567)","('to', 0.9548938274383545)","('have', 1.3222532272338867)","('more', 4.029167175292969)","('control', 0.7209955453872681)","('over', 3.737839698791504)","('my', 4.1918511390686035)","('transportation', 1.0566773414611816)","('Thank', 1.0965912342071533)","('you', 0.8097257614135742)","('for', 2.7942004203796387)","('the', 0.6314272284507751)","('invitation', 4.082122325897217)","('though', 0.012379356659948826)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39
"('based', 0.4723716974258423)","('on', 9.51331615447998)","('my', 0.057009391486644745)","('personal', 2.4755282402038574)","('experience', 4.18022346496582)","('and', 0.6650500297546387)","('scientific', 2.464150905609131)","('research', 8.1001615524292)","('I', 1.8293445110321045)","('believe', 0.2890177369117737)","('that', 1.1406104564666748)","('hand', 2.0980119705200195)","('dryers', 10.363435208797455)","('are', 6.308664798736572)","('a', 0.09065280854701996)","('more', 1.0781883001327515)","('hygienic', 12.840802647173405)","('option', 0.1192743182182312)","('compared', 0.010394719429314137)","('to', 3.021786689758301)","('paper', 5.186395645141602)","('towels', 0.06682555377483368)","('They', 6.425817489624023)","('help', 0.548941433429718)","('reduce', 0.900698184967041)","('the', 3.241767406463623)","('amount', 4.924177169799805)","('of', 3.3409600257873535)","('waste', 0.7075026631355286)","('generated', 1.7460567951202393)","('in', 0.019641079008579254)","('restrooms', 6.391343832015991)","('and', 2.4575417041778564)","('are', 10.198413848876953)","('costeffective', 1.7312087714672089)","('for', 2.3351688385009766)","('businesses', 6.247968673706055)","('However', 0.9667239189147949)","('some', 0.13775646686553955)","('studies', 2.7020058631896973)","('have', 5.272655487060547)","('shown', 1.1784098148345947)","('that', 4.116450786590576)","('hand', 0.031202858313918114)","('dryers', 8.431982517242432)","('can', 0.5565524697303772)","('spread', 0.726757824420929)","('bacteria', 0.14465709030628204)","('and', 1.8734465837478638)","('viruses', 0.06443753838539124)","('if', 0.00902549084275961)","('they', 1.4963728189468384)","('are', 6.675928115844727)","('not', 1.3211394548416138)","('properly', 0.9582674503326416)","('maintained', 2.1458818912506104)","('and', 5.081767559051514)","('cleaned', 1.307369589805603)","('Therefore', 0.4103534519672394)","('it', 0.7381078004837036)","('is', 1.4669477939605713)","('important', 2.3097410202026367)","('to', 1.553756833076477)","('use', 0.6769144535064697)","('highquality', 4.074642896652222)","('hand', 0.03818783536553383)","('dryers', 1.8883216381072998)","('and', 0.9439127445220947)","('ensure', 0.47920334339141846)","('that', 3.1178455352783203)","('they', 5.1578369140625)","('are', 0.31617775559425354)","('regularly', 0.09888182580471039)","('cleaned', 0.7684506773948669)","('and', 0.06919275969266891)","('maintained', 0.0891999751329422)","('to', 2.4648141860961914)","('prevent', 3.164870262145996)","('any', 0.5259112119674683)","('potential', 0.4944683313369751)","('health', 0.16083957254886627)","('risks', 3.2091877460479736)",,,,,,,,,,,,,82
"('appreciate', 7.9096221923828125)","('the', 1.5810818672180176)","('offer', 5.373434066772461)","('but', 1.2530471086502075)","('I', 0.400979220867157)","('would', 0.9685208797454834)","('prefer', 3.3737986087799072)","('to', 1.5992860794067383)","('drive', 0.5831087827682495)","('or', 7.148833274841309)","('take', 5.314684867858887)","('a', 2.582778215408325)","('cab', 1.3449995517730713)","('instead', 2.2595887184143066)","('of', 2.5492358207702637)","('the', 1.105622410774231)","('bus', 2.8801050186157227)","('Buses', 3.084793269634247)","('can', 7.889703273773193)","('be', 0.2478674203157425)","('crowded', 3.3419618606567383)","('and', 1.040985107421875)","('unpredictable', 4.299068450927734)","('and', 1.3256336450576782)","('I', 6.995925426483154)","('prefer', 1.2366925477981567)","('to', 0.9548938274383545)","('have', 1.3222532272338867)","('more', 4.029167175292969)","('control', 0.7209955453872681)","('over', 3.737839698791504)","('my', 4.1918511390686035)","('transportation', 1.0566773414611816)","('Thank', 1.0965912342071533)","('you', 0.8097257614135742)","('for', 2.7942004203796387)","('the', 0.6314272284507751)","('invitation', 4.082122325897217)","('though', 0.012379356659948826)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39
"('I', 4.199008941650391)","('appreciate', 5.838541030883789)","('the', 0.9293003678321838)","('invitation', 8.371935844421387)","('as', 0.8296483755111694)","('an', 4.78826379776001)","('AI', 3.2787904739379883)","('digital', 7.076506614685059)","('assistant', 10.803718566894531)","('I', 2.3381576538085938)","('am', 0.7779501080513)","('unable', 0.6499209403991699)","('to', 2.3494527339935303)","('physically', 3.8645477294921875)","('accompany', 0.02089114487171173)","('you', 7.466142654418945)","('or', 4.912381649017334)","('enjoy', 0.628639280796051)","('a', 4.1727495193481445)","('meal', 7.795787334442139)","('However', 3.3520991802215576)","('I', 1.836369514465332)","('can', 1.4927635192871094)","('provide', 3.838315010070801)","('assistance', 0.05370262637734413)","('in', 0.7839145064353943)","('finding', 1.8475044965744019)","('a', 3.0109119415283203)","('suitable', 3.544764995574951)","('restaurant', 1.4076614379882812)","('and', 5.373743057250977)","('information', 1.5164451599121094)","('on', 3.4381747245788574)","('bus', 1.5514273643493652)","('schedules', 2.121537923812866)","('if', 6.6251420974731445)","('youd', 8.208586513996124)","('like', 1.7518924474716187)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38
"('I', 4.198997497558594)","('appreciate', 5.838541507720947)","('the', 0.929290771484375)","('invitation', 8.371957778930664)","('as', 0.8296432495117188)","('an', 4.788252353668213)","('AI', 3.2788262367248535)","('digital', 7.076526165008545)","('assistant', 10.803667068481445)","('I', 2.338061571121216)","('am', 0.7779319286346436)","('unable', 0.6499291658401489)","('to', 2.349473476409912)","('physically', 3.86456561088562)","('accompany', 0.020891845226287842)","('you', 7.466174125671387)","('or', 4.912360191345215)","('enjoy', 0.6286440491676331)","('a', 4.172731399536133)","('meal', 7.795783519744873)","('However', 3.3520069122314453)","('I', 1.836347222328186)","('can', 1.492783546447754)","('provide', 3.838318347930908)","('assistance', 0.05370228737592697)","('in', 0.7839158177375793)","('finding', 1.8475278615951538)","('a', 3.0109102725982666)","('suitable', 3.5447347164154053)","('restaurant', 1.4076482057571411)","('and', 5.373712539672852)","('information', 1.5164477825164795)","('on', 3.4382033348083496)","('bus', 1.5514260530471802)","('schedules', 2.1215484142303467)","('if', 6.6251678466796875)","('youd', 8.208614587783813)","('like', 1.7518831491470337)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38
"('I', 0.4723733067512512)","('must', 1.8511887788772583)","('say', 5.907805919647217)","('I', 1.54035484790802)","('find', 1.2318836450576782)","('hand', 1.5003619194030762)","('dryers', 17.837767601013184)","('to', 7.764915466308594)","('be', 0.24751539528369904)","('a', 2.2638041973114014)","('rather', 0.049447257071733475)","('unsanitary', 11.041505098342896)","('and', 2.5143771171569824)","('inefficient', 0.02269730530679226)","('method', 2.760681629180908)","('of', 4.763864994049072)","('drying', 1.74336838722229)","('ones', 2.452470511198044)","('hands', 4.582427501678467)","('The', 0.16381199657917023)","('highspeed', 1.3278063237667084)","('jets', 3.407585620880127)","('of', 7.449588298797607)","('air', 2.616795063018799)","('can', 3.675013542175293)","('spread', 6.458765983581543)","('bacteria', 1.248500943183899)","('and', 2.0624265670776367)","('other', 3.702371597290039)","('microorganisms', 6.544642448425293)","('potentially', 3.659620523452759)","('making', 1.1021919250488281)","('the', 1.5482269525527954)","('situation', 3.3283212184906006)","('worse', 2.9561350345611572)","('than', 7.000154972076416)","('it', 2.9423320293426514)","('was', 1.9741076231002808)","('before', 5.993616104125977)","('Furthermore', 0.401174396276474)","('the', 3.039393424987793)","('noise', 0.15854959189891815)","('pollution', 2.9105582237243652)","('caused', 2.281047821044922)","('by', 0.5755026936531067)","('these', 5.438750267028809)","('machines', 0.017661679536104202)","('can', 1.5845423936843872)","('be', 7.445143699645996)","('quite', 5.372199058532715)","('irritating', 2.4404398538172245)","('especially', 2.2313103675842285)","('when', 2.857048988342285)","('used', 0.9397851228713989)","('in', 0.9729031324386597)","('public', 1.3188507556915283)","('restrooms', 4.190558566362597)","('In', 1.7210266590118408)","('my', 1.7141660451889038)","('opinion', 1.4980742931365967)","('paper', 2.9837403297424316)","('towels', 1.165612816810608)","('or', 3.1123180389404297)","('electric', 4.064166069030762)","('dryers', 0.6337995380163193)","('are', 3.695645332336426)","('more', 2.54777455329895)","('hygienic', 11.000520072877407)","('and', 3.505504608154297)","('convenient', 9.476804733276367)","('options', 2.1029868125915527)",,,,,,,,,,,,,,,,,,,,,,,,71
"('I', 0.4723733067512512)","('must', 1.8511887788772583)","('say', 5.907805919647217)","('I', 1.54035484790802)","('find', 1.2318836450576782)","('hand', 1.5003619194030762)","('dryers', 17.837767601013184)","('to', 7.764915466308594)","('be', 0.24751539528369904)","('a', 2.2638041973114014)","('rather', 0.049447257071733475)","('unsanitary', 11.041505098342896)","('and', 2.5143771171569824)","('inefficient', 0.02269730530679226)","('method', 2.760681629180908)","('of', 4.763864994049072)","('drying', 1.74336838722229)","('ones', 2.452470511198044)","('hands', 4.582427501678467)","('The', 0.16381199657917023)","('highspeed', 1.3278063237667084)","('jets', 3.407585620880127)","('of', 7.449588298797607)","('air', 2.616795063018799)","('can', 3.675013542175293)","('spread', 6.458765983581543)","('bacteria', 1.248500943183899)","('and', 2.0624265670776367)","('other', 3.702371597290039)","('microorganisms', 6.544642448425293)","('potentially', 3.659620523452759)","('making', 1.1021919250488281)","('the', 1.5482269525527954)","('situation', 3.3283212184906006)","('worse', 2.9561350345611572)","('than', 7.000154972076416)","('it', 2.9423320293426514)","('was', 1.9741076231002808)","('before', 5.993616104125977)","('Furthermore', 0.401174396276474)","('the', 3.039393424987793)","('noise', 0.15854959189891815)","('pollution', 2.9105582237243652)","('caused', 2.281047821044922)","('by', 0.5755026936531067)","('these', 5.438750267028809)","('machines', 0.017661679536104202)","('can', 1.5845423936843872)","('be', 7.445143699645996)","('quite', 5.372199058532715)","('irritating', 2.4404398538172245)","('especially', 2.2313103675842285)","('when', 2.857048988342285)","('used', 0.9397851228713989)","('in', 0.9729031324386597)","('public', 1.3188507556915283)","('restrooms', 4.190558566362597)","('In', 1.7210266590118408)","('my', 1.7141660451889038)","('opinion', 1.4980742931365967)","('paper', 2.9837403297424316)","('towels', 1.165612816810608)","('or', 3.1123180389404297)","('electric', 4.064166069030762)","('dryers', 0.6337995380163193)","('are', 3.695645332336426)","('more', 2.54777455329895)","('hygienic', 11.000520072877407)","('and', 3.505504608154297)","('convenient', 9.476804733276367)","('options', 2.1029868125915527)",,,,,,,,,,,,,,,,,,,,,,,,71
"('Sheldon', 15.732694298028946)","('I', 2.5132246017456055)","('must', 2.691037178039551)","('decline', 5.37730073928833)","('your', 6.8774566650390625)","('offer', 1.876677393913269)","('to', 0.809684157371521)","('take', 1.4395344257354736)","('the', 3.5276267528533936)","('bus', 1.97702956199646)","('I', 6.313080787658691)","('find', 1.8762965202331543)","('public', 1.2857387065887451)","('transportation', 5.6458940505981445)","('to', 7.595036506652832)","('be', 0.34848520159721375)","('unsavory', 7.2544589303433895)","('and', 6.201775074005127)","('I', 2.024226665496826)","('prefer', 0.008557789959013462)","('to', 2.4890940189361572)","('travel', 1.5207266807556152)","('in', 1.0104382038116455)","('my', 3.3960108757019043)","('own', 0.6574263572692871)","('vehicle', 2.609943151473999)","('Thank', 2.8253071308135986)","('you', 1.3794747591018677)","('for', 0.36141932010650635)","('the', 1.2891650199890137)","('invitation', 0.8113001585006714)","('but', 4.118264198303223)","('I', 0.01787622459232807)","('will', 0.9644902944564819)","('pass', 1.7369072437286377)","('on', 4.045605659484863)","('the', 1.1357229948043823)","('bus', 0.9827179908752441)","('ride', 0.46946221590042114)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39
"('I', 0.4723733067512512)","('must', 1.8511887788772583)","('say', 5.907805919647217)","('I', 1.54035484790802)","('find', 1.2318836450576782)","('hand', 1.5003619194030762)","('dryers', 17.837767601013184)","('to', 7.764915466308594)","('be', 0.24751539528369904)","('a', 2.2638041973114014)","('rather', 0.049447257071733475)","('unsanitary', 11.041505098342896)","('and', 2.5143771171569824)","('inefficient', 0.02269730530679226)","('method', 2.760681629180908)","('of', 4.763864994049072)","('drying', 1.74336838722229)","('ones', 2.452470511198044)","('hands', 4.582427501678467)","('The', 0.16381199657917023)","('highspeed', 1.3278063237667084)","('jets', 3.407585620880127)","('of', 7.449588298797607)","('air', 2.616795063018799)","('can', 3.675013542175293)","('spread', 6.458765983581543)","('bacteria', 1.248500943183899)","('and', 2.0624265670776367)","('other', 3.702371597290039)","('microorganisms', 6.544642448425293)","('potentially', 3.659620523452759)","('making', 1.1021919250488281)","('the', 1.5482269525527954)","('situation', 3.3283212184906006)","('worse', 2.9561350345611572)","('than', 7.000154972076416)","('it', 2.9423320293426514)","('was', 1.9741076231002808)","('before', 5.993616104125977)","('Furthermore', 0.401174396276474)","('the', 3.039393424987793)","('noise', 0.15854959189891815)","('pollution', 2.9105582237243652)","('caused', 2.281047821044922)","('by', 0.5755026936531067)","('these', 5.438750267028809)","('machines', 0.017661679536104202)","('can', 1.5845423936843872)","('be', 7.445143699645996)","('quite', 5.372199058532715)","('irritating', 2.4404398538172245)","('especially', 2.2313103675842285)","('when', 2.857048988342285)","('used', 0.9397851228713989)","('in', 0.9729031324386597)","('public', 1.3188507556915283)","('restrooms', 4.190558566362597)","('In', 1.7210266590118408)","('my', 1.7141660451889038)","('opinion', 1.4980742931365967)","('paper', 2.9837403297424316)","('towels', 1.165612816810608)","('or', 3.1123180389404297)","('electric', 4.064166069030762)","('dryers', 0.6337995380163193)","('are', 3.695645332336426)","('more', 2.54777455329895)","('hygienic', 11.000520072877407)","('and', 3.505504608154297)","('convenient', 9.476804733276367)","('options', 2.1029868125915527)",,,,,,,,,,,,,,,,,,,,,,,,71
"('Sheldon', 15.732694298028946)","('I', 2.5132246017456055)","('must', 2.691037178039551)","('decline', 5.37730073928833)","('your', 6.8774566650390625)","('offer', 1.876677393913269)","('to', 0.809684157371521)","('take', 1.4395344257354736)","('the', 3.5276267528533936)","('bus', 1.97702956199646)","('I', 6.313080787658691)","('find', 1.8762965202331543)","('public', 1.2857387065887451)","('transportation', 5.6458940505981445)","('to', 7.595036506652832)","('be', 0.34848520159721375)","('unsavory', 7.2544589303433895)","('and', 6.201775074005127)","('I', 2.024226665496826)","('prefer', 0.008557789959013462)","('to', 2.4890940189361572)","('travel', 1.5207266807556152)","('in', 1.0104382038116455)","('my', 3.3960108757019043)","('own', 0.6574263572692871)","('vehicle', 2.609943151473999)","('Thank', 2.8253071308135986)","('you', 1.3794747591018677)","('for', 0.36141932010650635)","('the', 1.2891650199890137)","('invitation', 0.8113001585006714)","('but', 4.118264198303223)","('I', 0.01787622459232807)","('will', 0.9644902944564819)","('pass', 1.7369072437286377)","('on', 4.045605659484863)","('the', 1.1357229948043823)","('bus', 0.9827179908752441)","('ride', 0.46946221590042114)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39
"('sorry', 2.5854809284210205)","('but', 1.628785252571106)","('as', 2.018040180206299)","('a', 5.408864498138428)","('language', 2.1465890407562256)","('model', 8.45989990234375)","('AI', 7.632475852966309)","('I', 8.17136001586914)","('cannot', 1.2547237873077393)","('diagnose', 1.183920979499817)","('medical', 3.4024600982666016)","('conditions', 7.919165134429932)","('or', 7.27512264251709)","('provide', 1.6462712287902832)","('medical', 2.8739819526672363)","('advice', 3.5437891483306885)","('It', 1.8078447580337524)","('is', 1.375693440437317)","('important', 0.8063638806343079)","('to', 3.8499770164489746)","('consult', 1.11943519115448)","('with', 4.490494728088379)","('a', 0.8088588118553162)","('licensed', 5.716435432434082)","('medical', 1.4039320945739746)","('professional', 0.6241574883460999)","('for', 3.362142562866211)","('a', 1.722992181777954)","('proper', 0.24324455857276917)","('diagnosis', 2.5803236961364746)","('and', 2.91170597076416)","('treatment', 2.6673543453216553)","('plan', 0.07038531452417374)","('They', 0.9153128266334534)","('can', 0.4015897512435913)","('take', 3.1669304370880127)","('into', 0.6518460512161255)","('account', 7.781866550445557)","('the', 1.9614081382751465)","('patients', 8.366777420043945)","('medical', 0.5690538287162781)","('history', 1.6322245597839355)","('symptoms', 2.6394214630126953)","('and', 0.06323819607496262)","('physical', 1.9038403034210205)","('examination', 0.19256289303302765)","('to', 0.6416773200035095)","('determine', 2.610511064529419)","('the', 0.3176571726799011)","('cause', 0.8575643301010132)","('of', 2.7710824012756348)","('the', 1.8815538883209229)","('abdominal', 3.2208333015441895)","('discomfort', 1.3877966403961182)","('and', 0.7953084707260132)","('recommend', 2.280369758605957)","('an', 0.31180188059806824)","('appropriate', 0.4153171479701996)","('treatment', 10.93504524230957)","('plan', 3.251197576522827)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60
"('first', 4.958184242248535)","('request', 6.145586013793945)","('is', 2.2297568321228027)","('xxx', 8.36397933959961)","('which', 1.9282631874084473)","('translates', 6.240050315856934)","('into', 1.8799903392791748)","('Gradually', 3.6524822115898132)","('the', 3.30515193939209)","('belt', 4.3289289474487305)","('gets', 9.477971076965332)","('wider', 5.2434163093566895)","('and', 3.3794820308685303)","('wider', 1.8608243465423584)","('until', 0.6267637610435486)","('the', 2.1636438369750977)","('man', 1.4307211637496948)","('is', 2.0599093437194824)","('unable', 5.971936225891113)","('to', 1.8625085353851318)","('bear', 3.540710687637329)","('it', 0.01063630636781454)","('The', 5.161645889282227)","('belt', 0.9206312894821167)","('is', 3.5949597358703613)","('finally', 2.5511412620544434)","('removed', 3.580716133117676)","('and', 1.56117582321167)","('the', 4.007362365722656)","('man', 2.6489100456237793)","('feels', 1.4847352504730225)","('remorseful', 1.3968627452850342)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32
"('is', 1.5351074934005737)","('not', 2.7022571563720703)","('safe', 6.4980878829956055)","('to', 0.5875954627990723)","('use', 2.8957767486572266)","('unlabeled', 11.598858833312988)","('data', 2.6724753379821777)","('to', 3.355699062347412)","('create', 4.286602973937988)","('a', 1.617253303527832)","('language', 8.332082748413086)","('model', 0.4879932403564453)","('that', 3.5805752277374268)","('makes', 5.585448265075684)","('predictions', 1.7278525829315186)","('based', 2.7501745223999023)","('on', 0.1031518504023552)","('the', 2.2341184616088867)","('probabilities', 7.93549919128418)","('of', 0.7702955603599548)","('each', 2.648437976837158)","('word', 2.943228006362915)","('occurring', 5.063983917236328)","('next', 6.429380893707275)","('in', 2.4562714099884033)","('a', 1.1828665733337402)","('sentence', 0.9793928861618042)","('We', 0.4094485342502594)","('must', 3.45508074760437)","('have', 5.42380428314209)","('some', 4.4763031005859375)","('labeled', 2.6591780185699463)","('data', 7.541210174560547)","('to', 0.3179842233657837)","('train', 1.2579232454299927)","('the', 1.943141222000122)","('language', 1.017865538597107)","('model', 1.529200553894043)","('It', 0.18891336023807526)","('is', 0.7291021347045898)","('important', 4.582732200622559)","('to', 0.6476531028747559)","('have', 2.8449230194091797)","('labeled', 0.4645342230796814)","('data', 2.7286536693573)","('because', 1.4066777229309082)","('the', 0.10129056870937347)","('unlabeled', 3.7491689920425415)","('data', 4.390166282653809)","('may', 0.06758493930101395)","('be', 0.13350671529769897)","('contaminated', 3.3509788513183594)","('with', 1.3380430936813354)","('outliers', 4.219632148742676)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54
"('suits', 11.534343719482422)","('of', 2.9969167709350586)","('course', 3.8355016708374023)","('Im', 7.317208297550678)","('a', 3.0993642807006836)","('futurist', 15.787474155426025)","('always', 0.9955765008926392)","('looking', 0.023626115173101425)","('to', 1.1603686809539795)","('push', 6.3025712966918945)","('the', 2.9244022369384766)","('envelope', 2.5515589714050293)","('of', 5.097774505615234)","('technology', 0.4600223898887634)","('and', 1.4565287828445435)","('innovation', 2.819791316986084)","('Nothing', 3.4130661487579346)","('gets', 1.6436508893966675)","('the', 3.453521728515625)","('creative', 1.0220646858215332)","('juices', 7.07248592376709)","('flowing', 4.225405693054199)","('like', 3.7840452194213867)","('designing', 4.195714950561523)","('a', 0.006972386967390776)","('new', 0.14084376394748688)","('suit', 1.3575689792633057)","('thats', 8.29516065120697)","('faster', 2.229508399963379)","('sleeker', 8.197781562805176)","('and', 2.1730191707611084)","('more', 6.31022834777832)","('powerful', 0.5367175340652466)","('than', 2.622039794921875)","('the', 0.000971917703282088)","('last', 0.22238117456436157)","('Though', 0.9754173755645752)","('I', 1.04659104347229)","('have', 5.14155387878418)","('to', 0.4359668493270874)","('admit', 0.6049754023551941)","('flying', 2.9465179443359375)","('around', 1.0434526205062866)","('and', 7.687597274780273)","('saving', 0.9789276123046875)","('the', 3.0765504837036133)","('world', 2.086611747741699)","('in', 0.5219594240188599)","('style', 0.7647970914840698)","('isnt', 12.547351837158203)","('too', 4.787084579467773)","('bad', 5.661656379699707)","('either', 0.9508581161499023)","('Keeps', 3.3900035470724106)","('life', 4.711641311645508)","('from', 2.3564419746398926)","('getting', 0.0025257135275751352)","('boring', 5.387845039367676)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58
